,geo_group,marketing_group,created_order,order_sum,test_group,user_id,is_new_user
69,regions,target_direct,True,6246.0,test,1054555,0
70,msk,context_brand,True,22560.0,control,1005421,0
71,msk,target_direct,False,,control,1004191,0
72,regions,social_media,True,4018.0,control,1030645,1
73,msk,context_brand,True,8133.0,control,1005856,1
74,regions,organic,True,5128.0,test,1044415,0
75,regions,organic,False,,test,1046698,0
76,msk,target_direct,False,,test,1034824,1
77,msk,organic,True,2000.0,test,1030798,1
78,regions,social_media,False,,test,1059955,0
79,regions,social_media,False,,control,1029190,0
80,msk,context_brand,False,,test,1035481,0
81,msk,context_brand,False,,test,1036174,1
82,regions,context_brand,False,,test,1057567,0
83,regions,target_direct,False,,control,1022155,0
84,msk,organic,False,,control,1001347,0
85,regions,social_media,False,,test,1060666,1
86,regions,target_direct,False,,test,1053844,0
87,msk,target_direct,True,15554.0,test,1034656,0
88,spb,organic,True,6639.0,test,1039579,0
89,regions,target_direct,False,,test,1050445,0
90,spb,target_direct,False,,test,1040143,0
91,spb,organic,True,2000.0,test,1039162,1
92,msk,organic,False,,test,1030900,0
93,regions,social_media,True,13490.0,control,1030066,1
94,spb,context_brand,True,6793.0,test,1041370,0
95,regions,organic,True,9418.0,control,1015144,1
96,regions,social_media,False,,test,1061545,1
97,spb,social_media,True,9820.0,control,1011766,0
98,regions,organic,True,9418.0,control,1017076,0
99,msk,target_direct,False,,control,1005103,1
100,regions,target_direct,False,,control,1021066,1
101,spb,organic,True,11714.0,control,1007995,0
102,regions,organic,True,2000.0,test,1046941,0
103,regions,context_brand,True,7876.0,test,1056328,1
104,regions,organic,False,,test,1049203,0
105,msk,target_direct,False,,control,1002466,1
106,msk,organic,False,,test,1032706,1
107,spb,organic,False,,test,1039018,0
108,msk,organic,True,7286.0,control,1001743,0
109,regions,target_direct,False,,control,1020223,0
110,spb,organic,False,,test,1038385,0
111,spb,organic,True,6635.0,test,1038703,1
112,regions,context_brand,False,,test,1056874,0
113,spb,target_direct,False,,control,1009732,0
114,spb,target_direct,True,5252.0,control,1010650,0
115,spb,target_direct,False,,test,1040611,0
116,spb,organic,True,11160.0,test,1038145,0
117,msk,organic,False,,control,1001971,1
118,regions,organic,False,,test,1045420,0
119,msk,context_brand,True,7575.0,test,1035772,1
120,regions,context_brand,False,,test,1059676,1
121,regions,organic,True,12779.0,control,1013662,0
122,msk,organic,False,,control,1002073,1
123,regions,context_brand,False,,control,1027240,0
124,regions,context_brand,False,,test,1057060,1
125,regions,organic,False,,test,1046041,1
126,regions,organic,True,6562.0,test,1048780,1
127,regions,context_brand,False,,control,1028113,0
128,msk,target_direct,False,,test,1034812,1
129,regions,target_direct,True,6684.0,control,1025902,1
130,spb,social_media,True,10822.0,control,1011850,1
131,spb,target_direct,False,,control,1010080,1
132,regions,context_brand,False,,test,1058425,1
133,msk,context_brand,False,,control,1005232,1
134,regions,organic,True,13814.0,test,1043755,0
135,regions,target_direct,False,,test,1054045,1
136,msk,context_brand,True,15084.0,control,1005472,1
137,msk,context_brand,True,1600.0,test,1036039,1
138,msk,organic,True,13988.0,control,1000654,1
139,msk,organic,True,7283.0,test,1033294,1
140,regions,target_direct,False,,control,1024102,0
141,regions,organic,True,6024.0,test,1043227,1
142,regions,social_media,False,,control,1030063,0
143,msk,organic,True,7251.0,control,1000447,0
144,msk,context_brand,True,7751.0,test,1036711,1
145,regions,context_brand,True,5727.0,control,1026748,1
146,regions,context_brand,True,4283.0,test,1058020,0
147,spb,organic,True,2000.0,test,1038469,0
148,regions,target_direct,False,,control,1024138,1
149,msk,target_direct,False,,control,1004680,1
150,msk,target_direct,False,,control,1004407,0
151,regions,context_brand,False,,control,1028311,1
152,regions,social_media,True,9068.0,control,1028938,0
153,msk,target_direct,False,,control,1005130,1
154,regions,organic,False,,control,1017499,0
155,regions,target_direct,False,,test,1051915,0
156,msk,organic,False,,control,1000300,1
157,regions,target_direct,True,2490.0,control,1018873,1
158,regions,social_media,False,,test,1061452,1
159,spb,social_media,False,,control,1011769,0
160,regions,organic,False,,control,1016404,0
161,msk,target_direct,True,50.0,test,1035406,1
162,regions,target_direct,True,8087.0,control,1025770,0
163,spb,organic,True,6670.0,test,1039459,0
164,regions,organic,False,,control,1013263,1
165,regions,organic,False,,control,1012654,0
166,regions,social_media,False,,test,1061176,1
167,regions,target_direct,False,,control,1019080,0
168,regions,organic,False,,test,1045447,0
169,regions,target_direct,False,,test,1051084,1
170,spb,target_direct,True,50.0,test,1040368,1
171,regions,social_media,False,,test,1060612,1
172,regions,organic,False,,control,1016023,0
173,regions,organic,False,,test,1043956,1
174,msk,target_direct,False,,control,1004056,0
175,regions,organic,False,,test,1044154,0
176,regions,target_direct,False,,test,1051945,0
177,regions,organic,True,2000.0,control,1012828,1
178,spb,organic,False,,test,1039423,1
179,regions,organic,False,,test,1046869,0
180,regions,target_direct,False,,control,1018477,1
181,regions,context_brand,True,1600.0,test,1059091,1
182,regions,organic,False,,test,1050118,0
183,msk,organic,True,28565.0,control,1000486,1
184,regions,target_direct,False,,test,1053235,0
185,regions,social_media,False,,control,1030516,1
186,msk,target_direct,False,,test,1035394,1
187,regions,organic,True,5146.0,control,1016509,0
188,regions,target_direct,False,,control,1025008,0
189,regions,target_direct,False,,control,1023571,1
190,regions,target_direct,False,,test,1055122,1
191,msk,context_brand,False,,test,1035475,0
192,regions,target_direct,False,,test,1054639,1
193,regions,context_brand,False,,test,1057180,0
194,msk,organic,True,8233.0,control,1001101,0
195,regions,context_brand,False,,control,1026463,0
196,regions,target_direct,True,4618.0,control,1022581,0
197,spb,organic,False,,test,1038310,0
198,msk,social_media,True,19706.0,test,1037278,1
199,spb,social_media,True,5435.0,control,1011748,0
200,regions,target_direct,False,,test,1055944,0
201,msk,organic,False,,control,1000012,0
202,regions,organic,False,,test,1045636,1
203,msk,target_direct,True,50.0,control,1004506,0
204,regions,target_direct,False,,test,1051702,0
205,regions,organic,False,,test,1048297,1
206,regions,organic,False,,control,1015453,1
207,spb,context_brand,True,6326.0,test,1042018,1
208,regions,organic,False,,test,1046755,1
209,msk,organic,False,,control,1000477,0
210,regions,context_brand,False,,test,1058275,1
211,regions,organic,False,,control,1013167,1
212,regions,target_direct,False,,test,1050790,1
213,regions,organic,False,,test,1043512,1
214,msk,target_direct,True,5867.0,test,1033765,1
215,regions,target_direct,False,,test,1055542,1
216,msk,organic,False,,control,1000804,0
217,regions,target_direct,False,,control,1023052,0
218,regions,target_direct,False,,test,1052350,1
219,regions,target_direct,True,50.0,control,1020235,1
220,regions,organic,False,,control,1013833,1
221,msk,context_brand,False,,test,1036204,1
222,regions,organic,True,12716.0,control,1016785,0
223,regions,context_brand,False,,control,1026496,0
224,regions,organic,False,,test,1047601,1
225,spb,social_media,True,5192.0,test,1042591,1
226,regions,target_direct,False,,control,1021036,1
227,regions,social_media,False,,control,1029502,0
228,msk,target_direct,False,,control,1003600,0
229,regions,target_direct,False,,control,1020868,1
230,regions,target_direct,True,7523.0,control,1023817,1
231,regions,organic,True,5605.0,test,1044232,0
232,regions,target_direct,True,50.0,test,1050403,1
233,msk,social_media,True,10846.0,test,1036933,1
234,regions,target_direct,True,50.0,test,1051675,1
235,regions,social_media,True,4708.0,test,1061581,1
236,regions,target_direct,False,,control,1018903,0
237,regions,target_direct,False,,control,1018354,0
238,spb,target_direct,False,,control,1008451,1
239,spb,target_direct,True,50.0,test,1039825,1
240,regions,target_direct,False,,control,1022263,0
241,msk,target_direct,False,,control,1004290,0
242,msk,organic,False,,control,1000027,0
243,regions,target_direct,False,,control,1024165,0
244,spb,target_direct,True,50.0,test,1040950,0
245,msk,social_media,False,,test,1036876,1
246,regions,context_brand,False,,test,1059481,0
247,msk,target_direct,True,10626.0,test,1034977,1
248,regions,target_direct,True,50.0,control,1025953,0
249,regions,target_direct,False,,test,1052314,1
250,msk,target_direct,False,,test,1035178,0
251,msk,target_direct,False,,control,1003612,0
252,spb,context_brand,True,11932.0,test,1041907,0
253,regions,organic,False,,control,1015147,1
254,regions,target_direct,False,,control,1020544,0
255,regions,target_direct,False,,control,1020562,1
256,regions,target_direct,False,,control,1018363,1
257,regions,social_media,False,,control,1028641,1
258,regions,target_direct,False,,control,1025977,1
259,regions,organic,True,2000.0,test,1049119,1
260,regions,social_media,False,,control,1029142,1
261,msk,social_media,True,200.0,control,1006510,1
262,regions,context_brand,False,,control,1028284,1
263,spb,organic,True,12402.0,control,1007884,1
264,regions,social_media,True,200.0,test,1061113,0
265,regions,organic,True,5604.0,control,1016353,0
266,regions,social_media,True,3374.0,control,1030201,0
267,regions,target_direct,True,2655.0,test,1050979,0
268,spb,target_direct,False,,control,1009912,1
269,regions,organic,True,8056.0,test,1044157,1
270,msk,organic,True,2000.0,control,1001983,0
271,regions,target_direct,True,5074.0,control,1022593,1
272,spb,target_direct,True,4551.0,control,1010449,0
273,msk,social_media,False,,test,1037461,0
274,msk,organic,False,,test,1033390,1
275,spb,target_direct,False,,test,1040800,0
276,regions,target_direct,False,,control,1017985,1
277,regions,context_brand,False,,test,1059595,0
278,regions,organic,False,,test,1044613,0
279,regions,organic,True,2000.0,control,1012267,1
280,regions,organic,True,4095.0,control,1015072,0
281,regions,target_direct,False,,control,1017892,0
282,regions,target_direct,False,,control,1024105,0
283,spb,social_media,True,200.0,test,1042780,1
284,msk,organic,True,2000.0,test,1031068,0
285,regions,target_direct,False,,control,1025092,1
286,spb,target_direct,False,,control,1009342,1
287,msk,context_brand,False,,test,1036189,0
288,regions,target_direct,False,,test,1053301,0
289,regions,target_direct,True,50.0,control,1018408,0
290,msk,organic,True,8056.0,control,1000195,0
291,regions,target_direct,False,,test,1050934,0
292,regions,organic,False,,test,1045561,0
293,regions,organic,False,,test,1045180,1
294,msk,target_direct,True,50.0,control,1003690,1
295,regions,organic,False,,control,1013830,0
296,regions,target_direct,False,,test,1053349,0
297,regions,target_direct,False,,test,1051252,1
298,msk,target_direct,True,6352.0,control,1005121,1
299,regions,organic,True,2000.0,control,1016902,1
300,regions,organic,True,4220.0,control,1012378,0
301,spb,target_direct,True,50.0,control,1008577,0
302,msk,social_media,False,,test,1036906,0
303,regions,organic,True,2000.0,control,1015573,0
304,msk,context_brand,False,,test,1036450,1
305,regions,organic,False,,test,1048204,1
306,regions,context_brand,True,6204.0,control,1027228,0
307,regions,target_direct,False,,test,1053883,0
308,regions,target_direct,False,,test,1053415,1
309,regions,context_brand,False,,control,1028296,0
310,msk,context_brand,False,,test,1036351,1
311,regions,organic,True,9899.0,test,1045492,0
312,regions,organic,False,,test,1043974,1
313,regions,social_media,False,,test,1060096,0
314,regions,target_direct,False,,test,1052431,1
315,regions,context_brand,False,,test,1057303,0
316,regions,social_media,False,,test,1060741,1
317,regions,organic,False,,test,1044664,0
318,spb,target_direct,False,,test,1039666,1
319,regions,target_direct,False,,control,1025182,1
320,msk,organic,False,,test,1032466,1
321,regions,context_brand,False,,test,1057768,0
322,regions,target_direct,False,,control,1023562,0
323,regions,organic,False,,control,1015078,1
324,regions,target_direct,False,,control,1019041,0
325,regions,organic,False,,test,1047568,1
326,regions,organic,False,,test,1043731,0
327,regions,organic,False,,test,1044976,1
328,msk,organic,True,12808.0,control,1001140,1
329,msk,context_brand,True,7607.0,control,1005685,1
330,regions,organic,True,2000.0,control,1012144,0
331,msk,target_direct,False,,test,1034062,0
332,regions,organic,False,,test,1044076,1
333,regions,context_brand,False,,test,1059802,0
334,regions,organic,False,,test,1049140,0
335,msk,organic,True,13858.0,test,1030840,0
336,msk,context_brand,False,,test,1036654,1
337,regions,organic,True,2000.0,control,1015960,0
338,spb,target_direct,True,50.0,control,1008982,0
339,regions,context_brand,False,,test,1059202,0
340,spb,social_media,False,,control,1011553,0
341,msk,target_direct,False,,control,1004098,0
342,regions,social_media,False,,control,1028860,0
343,regions,context_brand,False,,test,1059760,1
344,regions,target_direct,False,,test,1055548,0
345,regions,organic,True,8570.0,control,1017031,1
346,regions,target_direct,True,50.0,control,1021651,0
347,regions,context_brand,False,,test,1059322,0
348,regions,organic,False,,test,1043101,1
349,regions,target_direct,False,,control,1025797,1
350,regions,organic,False,,test,1050061,0
351,regions,social_media,False,,control,1029352,0
352,regions,target_direct,False,,control,1019167,1
353,regions,target_direct,False,,control,1024522,0
354,msk,context_brand,False,,test,1035925,0
355,spb,context_brand,True,1600.0,test,1042246,0
356,regions,organic,False,,test,1048003,1
357,regions,context_brand,False,,test,1059718,0
358,msk,context_brand,False,,test,1035835,1
359,regions,target_direct,True,4074.0,control,1022611,1
360,regions,context_brand,False,,test,1056361,1
361,regions,organic,False,,test,1045045,1
362,regions,target_direct,False,,test,1054441,0
363,spb,organic,False,,test,1039429,0
364,msk,target_direct,True,6802.0,test,1034692,1
365,regions,target_direct,False,,control,1023736,0
366,regions,social_media,False,,control,1029601,0
367,msk,organic,False,,test,1032055,0
368,regions,organic,False,,test,1050151,1
369,regions,organic,False,,test,1043686,0
370,msk,organic,False,,control,1000708,0
371,msk,organic,False,,test,1032559,0
372,regions,social_media,False,,test,1060495,1
373,spb,organic,False,,control,1006786,0
374,regions,context_brand,True,3757.0,test,1056745,0
375,msk,organic,True,7897.0,control,1001908,0
376,regions,organic,True,4846.0,test,1049746,1
377,regions,target_direct,False,,control,1023520,0
378,regions,organic,False,,test,1046596,1
379,regions,target_direct,False,,test,1052527,0
380,regions,target_direct,False,,test,1052197,1
381,regions,organic,False,,control,1012069,0
382,regions,target_direct,False,,control,1022023,1
383,regions,target_direct,True,4121.0,control,1025296,0
384,regions,target_direct,False,,test,1052851,1
385,msk,social_media,False,,test,1036966,1
386,msk,context_brand,True,8014.0,test,1036372,0
387,spb,target_direct,False,,control,1010104,1
388,regions,target_direct,False,,test,1054003,1
389,regions,organic,False,,test,1049884,0
390,regions,target_direct,False,,control,1018153,0
391,regions,organic,False,,control,1014388,0
392,regions,target_direct,False,,test,1055860,1
393,regions,context_brand,True,4541.0,test,1058158,1
394,spb,organic,True,16133.0,test,1038088,0
395,regions,target_direct,False,,test,1054498,1
396,spb,organic,True,6797.0,test,1037707,0
397,spb,organic,True,6851.0,test,1037626,1
398,regions,target_direct,False,,test,1051990,1
399,regions,target_direct,False,,test,1053037,0
400,regions,target_direct,False,,control,1024114,0
401,spb,organic,True,2000.0,test,1039243,0
402,regions,target_direct,True,50.0,control,1021411,1
403,spb,context_brand,True,6212.0,control,1011025,1
404,regions,organic,False,,control,1014319,1
405,regions,target_direct,False,,control,1021072,0
406,spb,social_media,True,200.0,test,1042450,0
407,spb,target_direct,False,,test,1041010,0
408,regions,context_brand,True,4059.0,test,1056922,1
409,msk,organic,True,7396.0,control,1001359,0
410,spb,social_media,False,,control,1011544,0
411,regions,social_media,False,,control,1028773,1
412,spb,organic,True,12598.0,control,1008202,1
413,msk,social_media,True,6128.0,control,1006264,0
414,spb,social_media,False,,test,1042318,0
415,regions,organic,False,,test,1049125,1
416,regions,target_direct,True,10703.0,test,1052356,0
417,regions,social_media,False,,control,1029511,1
418,regions,organic,True,2000.0,test,1047481,0
419,msk,organic,True,2000.0,test,1031818,1
420,msk,social_media,False,,test,1037143,1
421,regions,target_direct,True,4189.0,control,1020541,0
422,regions,context_brand,False,,control,1028143,0
423,regions,context_brand,False,,test,1057021,1
424,regions,target_direct,False,,test,1053724,1
425,msk,organic,False,,test,1031746,0
426,regions,organic,True,4920.0,control,1013737,0
427,regions,target_direct,False,,test,1052389,1
428,regions,organic,False,,control,1015912,0
429,msk,context_brand,True,13316.0,control,1005478,0
430,regions,organic,True,6209.0,test,1045288,1
431,regions,organic,False,,control,1014385,1
432,spb,target_direct,True,50.0,control,1010350,0
433,regions,target_direct,False,,test,1053718,1
434,regions,organic,False,,control,1014031,0
435,regions,social_media,True,3457.0,control,1029445,0
436,regions,target_direct,False,,control,1021327,1
437,msk,organic,True,2000.0,test,1031854,0
438,msk,organic,False,,control,1001845,1
439,regions,target_direct,True,6224.0,control,1024099,1
440,msk,target_direct,True,11630.0,test,1033555,0
441,msk,organic,False,,control,1000261,1
442,regions,target_direct,False,,control,1019134,1
443,spb,context_brand,False,,test,1041832,0
444,regions,context_brand,False,,control,1026415,1
445,regions,organic,False,,test,1048723,0
446,msk,social_media,False,,test,1036822,1
447,regions,social_media,True,200.0,control,1029967,1
448,spb,context_brand,False,,test,1041949,0
449,regions,organic,False,,test,1049062,0
450,regions,target_direct,False,,control,1022953,0
451,regions,target_direct,False,,control,1022176,1
452,regions,target_direct,True,4207.0,test,1054627,1
453,msk,organic,False,,test,1031701,1
454,regions,social_media,False,,test,1060144,1
455,regions,organic,False,,test,1045279,0
456,regions,target_direct,False,,control,1019950,0
457,regions,organic,False,,control,1016845,0
458,regions,context_brand,True,13588.0,control,1026949,0
459,regions,target_direct,True,2716.0,test,1055704,1
460,spb,target_direct,False,,test,1041115,1
461,msk,organic,True,7109.0,control,1001338,0
462,regions,organic,False,,control,1014730,1
463,spb,target_direct,False,,control,1009462,0
464,msk,context_brand,False,,control,1005715,1
465,regions,context_brand,False,,test,1057000,0
466,spb,target_direct,True,4754.0,test,1041184,0
467,regions,target_direct,False,,control,1021357,0
468,regions,organic,False,,control,1016848,1
469,regions,target_direct,False,,test,1055965,0
470,regions,organic,True,6398.0,control,1017364,1
471,regions,target_direct,False,,control,1018036,0
472,regions,target_direct,False,,control,1021420,1
473,regions,target_direct,False,,test,1051165,0
474,regions,target_direct,False,,test,1053946,0
475,spb,organic,False,,test,1038943,0
476,regions,target_direct,False,,control,1021591,1
477,regions,social_media,False,,test,1059889,0
478,regions,organic,False,,control,1016317,1
479,msk,target_direct,True,50.0,control,1004182,0
480,regions,target_direct,False,,control,1019290,0
481,regions,organic,False,,test,1047967,1
482,msk,organic,False,,test,1032391,0
483,regions,context_brand,False,,control,1027327,1
484,regions,target_direct,False,,test,1056052,1
485,regions,organic,True,5150.0,test,1050040,0
486,spb,organic,False,,control,1007740,1
487,regions,target_direct,True,4071.0,test,1055482,0
488,spb,context_brand,False,,control,1010947,0
489,regions,target_direct,False,,test,1052653,1
490,regions,context_brand,True,1600.0,test,1056394,0
491,regions,target_direct,False,,control,1021951,1
492,regions,organic,False,,control,1013752,1
493,regions,organic,True,5523.0,test,1047664,1
494,msk,target_direct,False,,control,1004254,0
495,regions,context_brand,False,,control,1026655,0
496,msk,target_direct,True,10876.0,control,1002238,0
497,msk,organic,False,,control,1000747,1
498,regions,organic,False,,test,1047637,0
499,regions,target_direct,False,,test,1055734,1
500,regions,context_brand,True,4285.0,test,1058812,0
501,regions,target_direct,False,,test,1054495,1
502,regions,context_brand,False,,test,1057645,0
503,regions,target_direct,True,6668.0,control,1018723,1
504,regions,organic,True,2000.0,test,1049887,1
505,regions,context_brand,True,11716.0,test,1057465,0
506,regions,target_direct,False,,control,1019050,1
507,msk,organic,False,,test,1031443,0
508,spb,organic,False,,control,1008292,0
509,regions,target_direct,False,,test,1054120,0
510,regions,organic,False,,test,1049341,0
511,regions,context_brand,False,,control,1026472,1
512,regions,social_media,False,,control,1028917,0
513,regions,context_brand,False,,test,1059004,0
514,msk,context_brand,True,7521.0,control,1005661,1
515,spb,target_direct,False,,control,1009186,1
516,msk,organic,True,7118.0,test,1031131,0
517,msk,context_brand,False,,control,1005754,0
518,regions,organic,False,,test,1048663,1
519,regions,social_media,True,200.0,test,1061440,1
520,regions,organic,True,5606.0,test,1044622,1
521,regions,organic,True,5846.0,test,1044244,0
522,regions,target_direct,True,2391.0,control,1019008,1
523,regions,organic,True,2000.0,test,1043233,0
524,spb,organic,True,2000.0,control,1007449,1
525,regions,organic,False,,test,1049914,0
526,regions,organic,False,,control,1015762,0
527,regions,context_brand,False,,test,1059616,1
528,msk,social_media,True,7001.0,test,1037380,0
529,regions,target_direct,False,,test,1050511,0
530,regions,context_brand,False,,control,1028278,0
531,regions,target_direct,False,,control,1022491,0
532,spb,social_media,False,,test,1042261,1
533,regions,target_direct,False,,test,1053907,1
534,regions,context_brand,False,,test,1057822,1
535,msk,organic,True,13764.0,control,1001554,0
536,regions,target_direct,False,,control,1022743,0
537,spb,social_media,False,,test,1042624,0
538,msk,organic,True,7785.0,control,1000267,0
539,regions,organic,True,6742.0,test,1046587,0
540,regions,target_direct,False,,test,1052620,1
541,spb,context_brand,False,,control,1011091,0
542,msk,context_brand,False,,control,1005928,0
543,msk,context_brand,False,,test,1035958,1
544,msk,organic,True,13208.0,control,1000837,1
545,regions,target_direct,True,3106.0,test,1055131,0
546,regions,social_media,True,2656.0,test,1060423,1
547,regions,organic,False,,test,1043224,1
548,regions,context_brand,False,,control,1027456,0
549,spb,target_direct,False,,control,1008568,0
550,msk,target_direct,True,50.0,test,1034935,0
551,regions,context_brand,False,,test,1058845,0
552,regions,context_brand,False,,test,1056916,0
553,msk,target_direct,True,5214.0,test,1035016,0
554,regions,target_direct,False,,test,1052899,0
555,msk,context_brand,False,,control,1005838,0
556,regions,organic,False,,control,1015282,0
557,regions,organic,True,4900.0,test,1049959,0
558,regions,target_direct,False,,test,1055830,0
559,regions,context_brand,False,,control,1026505,1
560,spb,organic,False,,test,1038826,1
561,regions,organic,False,,test,1050019,1
562,msk,organic,True,22568.0,control,1001170,0
563,regions,context_brand,False,,control,1027069,0
564,spb,target_direct,False,,test,1040353,0
565,regions,context_brand,False,,test,1056814,1
566,regions,organic,False,,control,1016287,1
567,regions,target_direct,False,,control,1019452,0
568,regions,social_media,False,,control,1030513,0
569,regions,target_direct,False,,test,1055182,0
570,spb,target_direct,False,,control,1010353,0
571,regions,target_direct,False,,control,1024129,1
572,regions,target_direct,False,,test,1051822,1
573,regions,target_direct,False,,control,1026166,0
574,regions,context_brand,True,10042.0,test,1059382,1
575,regions,organic,False,,test,1048630,0
576,regions,target_direct,False,,test,1054582,0
577,spb,organic,False,,control,1007668,1
578,spb,target_direct,False,,test,1039939,0
579,regions,social_media,False,,test,1060009,0
580,spb,organic,True,16127.0,control,1007749,0
581,regions,target_direct,False,,test,1051162,0
582,spb,context_brand,True,1600.0,test,1042207,1
583,regions,target_direct,True,2558.0,control,1019293,0
584,regions,organic,True,7038.0,test,1049992,1
585,regions,context_brand,False,,test,1057231,0
586,regions,target_direct,True,50.0,test,1053550,1
587,regions,target_direct,False,,control,1024708,1
588,regions,organic,False,,test,1044577,0
589,regions,organic,True,11390.0,control,1017304,1
590,msk,organic,True,13036.0,control,1001527,1
591,regions,target_direct,False,,test,1055806,0
592,regions,target_direct,False,,control,1019548,1
593,spb,organic,True,2000.0,test,1039186,0
594,regions,social_media,False,,test,1060549,1
595,regions,context_brand,False,,test,1057489,0
596,regions,target_direct,False,,test,1052386,1
597,msk,organic,False,,test,1032724,0
598,spb,organic,False,,control,1006795,1
599,regions,target_direct,False,,control,1025221,0
600,regions,organic,False,,test,1043878,1
601,regions,social_media,False,,test,1059913,0
602,regions,social_media,False,,control,1030180,1
603,regions,social_media,False,,control,1030102,0
604,regions,target_direct,False,,test,1051672,1
605,msk,organic,True,2000.0,test,1033117,1
606,regions,organic,True,10206.0,control,1017310,1
607,spb,target_direct,False,,test,1040977,1
608,regions,target_direct,False,,control,1019377,1
609,regions,organic,False,,test,1043254,0
610,regions,organic,True,2000.0,control,1012909,1
611,regions,context_brand,False,,control,1026364,1
612,regions,context_brand,False,,test,1057603,0
613,spb,target_direct,False,,control,1009135,1
614,regions,target_direct,True,50.0,control,1025539,1
615,regions,organic,False,,test,1048009,0
616,spb,organic,False,,test,1039087,1
617,regions,target_direct,False,,control,1023286,0
618,regions,organic,False,,control,1013002,1
619,regions,organic,False,,test,1046461,1
620,msk,organic,True,14024.0,control,1001158,0
621,regions,social_media,False,,control,1029475,1
622,regions,organic,True,2000.0,test,1043161,0
623,spb,context_brand,False,,test,1042120,0
624,regions,organic,False,,control,1012762,0
625,regions,context_brand,True,1600.0,test,1057273,0
626,msk,organic,True,8869.0,test,1032973,1
627,msk,target_direct,False,,control,1002145,0
628,regions,context_brand,False,,control,1028056,1
629,spb,target_direct,True,50.0,control,1008511,0
630,spb,organic,True,2000.0,test,1038256,1
631,regions,target_direct,False,,control,1025116,1
632,regions,organic,True,2000.0,test,1047766,0
633,regions,organic,False,,control,1013989,1
634,spb,social_media,True,5616.0,test,1042348,1
635,regions,organic,False,,control,1014703,0
636,regions,target_direct,False,,control,1024015,1
637,regions,organic,False,,test,1050232,1
638,regions,context_brand,False,,test,1056730,0
639,regions,organic,False,,control,1012183,0
640,spb,target_direct,False,,test,1040224,1
641,regions,target_direct,True,6598.0,control,1021975,0
642,msk,context_brand,False,,control,1005847,0
643,msk,target_direct,False,,test,1034512,1
644,regions,organic,True,2000.0,control,1012858,1
645,regions,target_direct,False,,control,1026178,0
646,regions,context_brand,False,,test,1058755,1
647,msk,target_direct,False,,test,1035136,0
